1.70170	0.19705	0.00000	0.00000	0.00000	0.00000
2.31677	0.93356	0.00000	0.00000	0.00000	0.00000
5.99600	0.30667	0.00000	0.00000	0.00000	0.00000
4.59616	0.34563	0.00000	0.00000	0.00000	0.00000
1.69578	0.20722	0.00000	0.00000	0.00000	0.00000
3.06201	0.99027	0.00000	0.00000	0.00000	0.00000
5.49544	0.25498	0.00000	0.00000	0.00000	0.00000
1.24234	0.19408	0.00000	0.00000	0.00000	0.00000
0.60052	0.30690	0.00000	0.00000	0.00000	0.00000
4.45531	0.70449	0.00000	0.00000	0.00000	0.00000
2.03678	0.51377	0.00000	0.00000	0.00000	0.00000
4.12753	0.04064	0.00000	0.00000	0.00000	0.00000
0.88923	0.50389	0.00000	0.00000	0.00000	0.00000
3.16751	0.24808	0.00000	0.00000	0.00000	0.00000
3.39240	0.51355	0.00000	0.00000	0.00000	0.00000
0.67819	0.44654	0.00000	0.00000	0.00000	0.00000
0.87294	0.22091	0.00000	0.00000	0.00000	0.00000
0.00605	0.06348	0.00000	0.00000	0.00000	0.00000
4.26131	0.68511	0.00000	0.00000	0.00000	0.00000
1.48147	0.46590	0.00000	0.00000	0.00000	0.00000
5.51664	0.30116	0.00000	0.00000	0.00000	0.00000
4.81554	0.56015	0.00000	0.00000	0.00000	0.00000
4.16288	0.26466	0.00000	0.00000	0.00000	0.00000
1.65693	0.95330	0.00000	0.00000	0.00000	0.00000
0.60934	0.23871	0.00000	0.00000	0.00000	0.00000
3.36753	0.24246	0.00000	0.00000	0.00000	0.00000
4.16026	0.32351	0.00000	0.00000	0.00000	0.00000
0.36694	0.19296	0.00000	0.00000	0.00000	0.00000
4.97315	0.34116	0.00000	0.00000	0.00000	0.00000
0.96518	1.03116	0.00000	0.00000	0.00000	0.00000
5.74886	0.38965	0.00000	0.00000	0.00000	0.00000
1.96036	0.34758	0.00000	0.00000	0.00000	0.00000
2.53024	0.09875	0.00000	0.00000	0.00000	0.00000
0.59112	0.65523	0.00000	0.00000	0.00000	0.00000
0.72825	1.38345	0.00000	0.00000	0.00000	0.00000
0.99712	0.70073	0.00000	0.00000	0.00000	0.00000
0.54954	0.34043	0.00000	0.00000	0.00000	0.00000
1.54666	1.25423	0.00000	0.00000	0.00000	0.00000
4.88544	0.14589	0.00000	0.00000	0.00000	0.00000
0.65220	0.98831	0.00000	0.00000	0.00000	0.00000
0.10812	0.38643	0.00000	0.00000	0.00000	0.00000
4.33933	0.81947	0.00000	0.00000	0.00000	0.00000
3.64949	0.11714	0.00000	0.00000	0.00000	0.00000
2.82299	1.40044	0.00000	0.00000	0.00000	0.00000
1.63274	0.09994	0.00000	0.00000	0.00000	0.00000
4.05580	0.18802	0.00000	0.00000	0.00000	0.00000
1.89053	0.41762	0.00000	0.00000	0.00000	0.00000
1.45610	0.20005	0.00000	0.00000	0.00000	0.00000
1.77005	0.24925	0.00000	0.00000	0.00000	0.00000
3.45419	0.35517	0.00000	0.00000	0.00000	0.00000
5.36951	0.16885	0.00000	0.00000	0.00000	0.00000
4.42572	0.46244	0.00000	0.00000	0.00000	0.00000
3.20521	0.46400	0.00000	0.00000	0.00000	0.00000
4.81711	0.14630	0.00000	0.00000	0.00000	0.00000
4.77051	1.11321	0.00000	0.00000	0.00000	0.00000
5.63157	1.06966	0.00000	0.00000	0.00000	0.00000
0.14635	0.59500	0.00000	0.00000	0.00000	0.00000
0.22989	0.62926	0.00000	0.00000	0.00000	0.00000
